names	edited_features	longest_gene_isoform
AT5G36080	2	854
AT3G59990	1392	3249
AT1G03100	119	2816
AT4G08150	84	3460
AT3G17740	646	5172
AT3G55005	381	2556
AT3G05030	328	4485
AT5G36450	2099	603
AT5G21930	255	6132
AT2G22090	321	2315
AT5G44030	147	5333
AT4G20830	660	2353
AT2G37310	134	2315
AT5G52310	157	2927
AT3G62950	2	863
AT1G61810	4	4713
AT3G15095	2746	2332
AT5G28370	975	2677
AT1G30210	637	3445
AT4G30960	1950	2155
AT4G15730	223	6132
AT1G21090	501	2020
AT2G04620	293	2454
AT3G58795	25	1087
AT3G26010	25	1415
AT5G57690	7	3001
AT2G26450	10	2572
AT5G18090	633	1853
AT4G14940	7	2687
AT1G78710	184	3304
AT1G61215	107	2974
AT3G07660	1751	5971
AT1G16489	44	1937
AT5G48840	321	1854
AT4G31860	241	2617
AT5G13950	529	4891
AT4G04275	55	408
AT5G49960	4	4096
AT4G23882	83	1340
AT1G24350	193	1967
AT3G57230	49	3744
AT5G56760	298	1484
AT3G08960	487	7613
AT4G34860	742	3161
AT1G02410	405	2103
AT5G13480	440	5574
AT1G09443	62	340
AT2G03280	230	2367
AT2G32550	2	3509
AT2G16510	824	1943
AT2G33940	7	71
AT2G23960	2	1831
AT1G09963	229	442
AT2G25730	1505	16688
AT4G34890	715	6618
AT2G35555	9	846
AT4G19110	1814	4799
AT1G77750	412	1737
AT4G22517	4	619
AT1G14690	1316	3643
AT5G61040	109	2646
AT1G77930	118	2570
AT1G57620	752	2177
AT1G67830	614	1542
AT5G15070	151	9321
AT3G30120	2	5385
AT1G50325	140	614
AT4G08991	80	2122
AT3G60360	205	2169
AT5G38070	15	1546
AT5G59230	3	961
AT3G20870	447	3520
AT3G49660	180	2149
AT2G04520	1564	1398
AT5G44980	6	2060
AT2G41380	4	1375
AT3G55513	12	548
AT5G04170	418	2350
AT4G28070	100	2735
AT3G60490	7	1150
AT2G39960	1034	2422
AT3G06355	644	501
AT2G09165	8	1067
AT3G05050	633	3618
AT1G20980	1923	4970
AT2G40260	6	2200
AT5G19650	232	953
AT3G52526	6	2857
AT1G45616	2	3255
AT1G23052	134	824
AT4G36795	1	257
AT4G08805	35	239
AT2G04845	201	1844
AT5G19500	1508	3055
AT1G05562	23	2135
AT5G24105	1	1100
AT4G35490	945	1034
AT1G07010	86	2471
AT1G33780	330	1671
AT1G33050	543	3716
AT3G01950	27	544
AT1G37130	27	3486
AT1G03980	32	2797
AT1G06700	503	3178
AT1G10060	33	3219
AT5G03555	40	2133
AT1G66890	160	931
AT3G58720	33	1424
AT5G55070	1715	3957
AT1G02770	57	1835
AT1G27390	1413	1969
AT5G51430	1250	4262
AT3G10750	2	1864
AT4G17460	466	1716
AT1G50300	314	3484
AT1G64380	51	1623
AT4G08620	1	6000
AT5G60470	1	2528
AT3G56240	201	1483
AT4G16780	28	1791
AT1G10580	1057	2576
AT4G00360	313	2380
AT5G53620	1526	4340
AT5G50810	908	1097
AT2G41210	17	3492
AT5G60660	8	1838
AT5G49800	64	1820
AT4G36700	1	2167
AT2G23410	1	1661
AT2G03230	1	458
AT5G66350	317	3694
AT1G45160	610	7511
AT4G28330	106	1025
AT3G02600	875	3722
AT1G69252	130	1079
AT5G22550	1	1619
AT1G51650	1899	1543
AT5G57490	478	2388
AT5G46700	1322	2284
AT2G07245	2	330
AT5G36250	272	2625
AT2G44910	95	2075
AT3G27380	1282	3272
AT5G41140	633	4483
AT3G21060	557	2822
AT1G51310	181	2867
AT2G41630	759	2323
AT3G48810	124	2711
AT1G78780	448	1890
AT3G25600	110	1191
AT5G12470	886	2828
AT4G11950	1	1241
AT3G18840	20	2190
AT2G19760	905	1536
AT4G38270	568	3345
AT4G38790	953	1870
AT1G29510	102	816
AT2G34760	6	1405
AT1G06515	289	1594
AT1G51030	1	462
AT5G08430	592	4129
AT3G52220	530	1712
AT1G64350	457	1842
AT1G75440	145	1743
AT5G45275	218	3191
AT5G41680	1137	1720
AT4G04235	11	254
AT5G14090	41	2473
AT1G61840	1	2742
AT5G42060	359	567
AT3G54000	895	2559
AT5G42070	60	1211
AT3G45430	13	3555
AT1G26940	354	2209
AT3G24600	4	1124
AT1G17400	4	2010
AT1G21280	291	993
AT1G20080	70	3406
AT2G32670	95	1897
AT4G04692	189	941
AT4G12970	40	1230
AT4G38860	212	1047
AT5G60960	1632	1943
AT4G02810	19	1176
AT1G75800	1155	2270
AT1G26233	2	134
AT2G15800	4	1916
AT1G67530	208	3691
AT1G52970	160	601
AT5G26110	255	1934
AT2G03567	3	1082
AT2G17190	1505	3845
AT1G18550	428	3146
AT4G26520	70	2514
AT1G29850	973	2622
AT4G11810	1	4109
AT1G49770	1	2204
AT5G36110	206	2405
AT4G05097	1	548
AT2G19130	28	2845
AT3G43580	37	1622
AT1G47620	1	1838
AT4G11310	6	2004
AT1G23410	268	884
AT1G73445	13	734
AT5G48670	30	1195
AT3G02673	14	348
AT5G42860	22	1971
AT5G63030	279	1517
AT3G61530	173	2385
AT2G08530	9	225
AT2G46760	5	2329
AT4G00680	4	1476
AT5G62310	9	5531
AT2G43890	28	2347
AT4G35060	1	1206
AT2G22560	210	3817
AT3G18690	89	983
AT1G75125	13	747
AT1G50020	216	1835
AT1G75890	5	2302
AT3G07760	541	2342
AT2G35970	3	766
AT1G77620	376	5268
AT1G43310	71	559
AT3G26230	1	2047
AT4G02920	484	2780
AT1G62422	8	1216
AT3G26135	7	1365
AT1G49010	56	1472
AT5G27495	44	412
AT5G10320	98	2924
AT1G56200	732	1447
AT1G62570	88	3408
AT5G19320	708	2553
AT1G06840	354	5760
AT3G52390	133	2269
AT1G17930	434	2625
AT2G43440	1	1426
AT5G02960	10152	1436
AT1G11593	75	607
AT1G50760	3	362
AT4G32650	53	3776
AT5G38705	1	5204
AT1G04620	292	4456
AT1G08087	5	808
AT5G65685	184	5024
AT1G11185	5	525
AT2G30530	194	2210
AT5G58570	21	592
AT2G09200	93	586
AT4G39480	644	2101
AT5G43990	890	4319
AT2G47350	318	3819
AT5G18440	387	3194
AT5G18760	118	2753
AT1G34750	71	2196
AT5G60400	868	1343
AT3G23805	327	912
AT2G40950	806	2991
AT4G19840	142	2138
AT5G08980	16	418
AT4G06744	22	1921
AT3G58070	51	1167
AT4G16770	13	3251
AT2G24200	3736	2879
AT5G07360	208	3769
AT1G09053	450	1646
AT5G40370	796	1909
AT4G10810	338	847
AT5G65330	2	1077
AT2G19802	6	441
AT2G18260	15	1610
AT1G62030	249	2586
AT2G18220	775	3938
AT3G61930	118	743
AT4G24413	1	546
AT1G19020	1	703
AT5G19520	4	3611
AT5G57655	4276	3390
AT1G23190	1236	4739
AT5G07530	16	2144
AT5G66180	259	2216
AT5G23790	15	1697
AT3G08085	5	188
AT1G08987	30	73
AT4G09680	647	6591
AT2G48160	1188	7497
AT1G31970	1851	3127
AT5G63375	29	447
AT1G58590	20	933
AT4G31790	450	1867
AT2G01410	414	1367
AT1G06243	35	80
AT3G62530	2795	1176
AT5G17570	75	2181
AT5G38970	388	3415
AT4G02820	598	2164
AT4G01760	2	2169
AT1G64570	473	5312
AT2G25530	155	3851
AT4G33060	497	3800
AT5G67250	1378	2718
AT4G37620	2	398
AT1G04213	1	109
AT2G47440	584	2394
AT5G61280	12	1429
AT3G08045	19	290
AT3G07640	441	1923
AT4G21120	430	4014
AT1G13430	6	1280
AT2G26210	235	2299
AT1G29010	6	1370
AT5G53710	1	723
AT1G29250	1467	1533
AT5G01495	1	116
AT1G69010	381	2636
AT1G22275	70	5648
AT1G53670	126	1630
AT3G18480	674	5096
AT5G02680	42	3275
AT4G29730	605	3674
AT3G57150	3858	2260
AT3G24110	8	1342
AT2G18760	285	5695
AT5G22120	397	2704
AT5G46160	22	1708
AT4G31540	601	3079
AT4G25550	822	2906
AT2G45990	682	2195
AT2G05875	2	446
AT3G06085	15	536
AT2G35605	781	1235
AT4G03811	1	513
AT5G20020	4297	2114
AT3G21550	16	979
AT5G52830	84	1757
AT3G11930	24	1574
AT1G02620	1	1682
AT1G17880	3091	1598
AT3G47340	1003	3591
AT3G11080	30	3381
AT5G25890	193	1936
AT5G61530	438	2847
AT1G76965	1	1294
AT1G02740	296	2869
AT4G13850	4749	1763
AT5G25755	37	2325
AT5G21970	272	2121
AT1G71850	309	1632
AT3G03385	15	392
AT3G50950	186	3125
AT1G70895	22	1819
AT5G38560	711	4047
AT5G25770	330	2910
AT2G27505	2	1332
AT1G52510	155	3762
AT1G13050	64	2029
AT1G09421	51	695
AT1G34100	11	1628
AT5G50130	6	3348
AT4G27750	300	2014
AT1G20930	593	2357
AT4G07130	108	565
AT5G11190	1	1436
AT5G52760	1	987
AT5G27560	139	2961
AT2G14220	42	2968
AT5G41761	2	1027
AT2G24400	1	1689
AT1G12280	42	3146
AT4G22235	23	703
AT3G53350	41	2772
AT1G13448	20	686
AT2G44210	71	2434
AT1G58983	17430	1564
AT5G06270	464	1715
AT3G04530	2	1322
AT5G44320	1826	2193
AT4G38960	95	2438
AT1G58235	196	1480
AT5G23630	1950	7719
AT1G29890	394	4423
AT1G63130	544	2637
AT5G55340	4	1401
AT1G26250	4	1626
AT3G02700	533	1408
AT1G47580	51	887
AT2G02540	173	1861
AT2G35910	1	1253
AT4G28005	5	536
AT4G15000	9190	865
AT5G61130	2050	2407
AT4G16490	358	2546
AT5G64290	801	2723
AT3G17668	81	1225
AT1G24000	29	658
AT4G24160	194	2833
AT5G48600	1307	7614
AT5G40720	30	2737
AT4G08360	1	1328
AT4G26090	320	3534
AT1G76380	410	3591
AT1G32730	200	2398
AT1G35780	1024	3128
AT1G64890	195	1951
AT1G23450	29	1999
AT1G21840	50	1347
AT3G62320	15	593
AT4G09035	278	336
AT3G29810	817	2326
AT3G03475	1355	412
AT3G27850	1136	958
AT5G61580	310	3127
AT5G08690	7156	3145
AT3G55480	715	5000
AT2G42850	7	2137
AT1G56260	79	1652
AT1G75550	30	1614
AT4G12545	1	659
AT5G41315	1	4197
AT5G29000	229	2998
AT5G38220	187	2782
AT3G62130	804	2218
AT5G35100	362	2403
AT1G60720	13	1081
AT2G43150	1028	1493
AT1G69935	106	1737
AT3G50880	543	1784
AT1G15790	10	1950
AT5G25180	1	2478
AT4G32060	1305	2667
AT1G12840	2490	4309
AT2G31680	71	1491
AT5G06305	1	83
AT5G63460	427	2282
AT1G04780	1251	3240
AT5G42030	222	1987
AT3G57200	73	3275
AT5G58690	7	3029
AT3G47348	206	84
AT3G26934	2	1746
AT1G63100	636	3064
AT4G04645	1	206
AT2G04375	17	194
AT3G09650	375	2623
AT3G30730	6	806
AT2G25970	2341	4083
AT1G53750	3747	3106
AT1G27285	36	4319
AT5G61300	113	2565
AT1G71980	542	2499
AT4G14650	1	2428
AT4G39890	11	1784
AT3G49010	9371	1992
AT5G08305	65	1838
AT1G24095	110	1704
AT3G22104	74	3064
AT3G57080	154	2350
AT5G07635	1	247
AT2G08470	18	264
AT3G15730	7150	3551
AT5G54569	63	3337
AT5G10060	1009	2651
AT5G24390	101	2892
AT1G77170	183	1562
AT2G34960	14	2127
AT2G17730	201	2026
AT3G10280	243	1547
AT2G32660	9	2598
AT1G02500	3132	2404
AT5G02090	1	938
AT1G22450	1556	2224
AT2G42490	1386	4616
AT1G50200	3076	7365
AT2G40590	1932	1564
AT5G57000	120	1774
AT2G07747	26	960
AT5G15410	224	3656
AT3G20590	2	1082
AT4G13190	38	2911
AT3G06720	1339	3822
AT5G24310	61	3045
AT5G47460	50	1873
AT5G47310	803	2241
AT1G67490	501	6339
AT1G70990	5	965
AT2G45310	249	1961
AT3G44110	8333	2625
AT1G26370	782	4135
AT2G06850	776	2294
AT4G13530	546	2848
AT2G39810	1027	5345
AT4G35930	201	2183
AT1G24330	37	3849
AT2G41070	22	2633
AT5G22310	25	2250
AT5G57950	335	1715
AT5G66558	843	2849
AT5G02020	77	2353
AT3G12977	3	2513
AT2G15960	102	770
AT5G41390	3	2180
AT2G46630	151	1929
AT4G16790	32	1824
AT5G11640	274	2212
AT1G07901	176	152
AT1G21695	28	1057
AT2G25720	177	660
AT2G04621	104	685
AT1G07580	1	72
AT2G24220	163	1671
AT1G78260	5	3654
AT4G06310	2	93
AT5G19120	2969	1419
AT3G21490	1	604
AT5G05920	218	2320
AT2G37360	157	2510
AT5G52380	175	1798
AT4G35783	4	541
AT3G56840	80	2029
AT4G01595	78	1267
AT5G21274	1338	1578
AT4G09375	71	460
AT1G55040	243	4315
AT5G42710	18	3479
AT1G55580	62	1979
AT1G74458	12	1059
AT5G64980	203	2526
AT4G10610	1439	2620
AT1G14320	15966	1590
AT4G04820	9	818
AT4G30430	166	1548
AT1G07745	63	2333
AT3G50710	1	1782
AT1G55870	292	3286
AT1G03650	47	1269
AT4G09890	153	670
AT3G61710	455	3214
AT5G08660	368	4252
AT3G53860	123	1793
AT1G01620	2588	1878
AT4G31940	3	2236
AT1G74560	2937	2475
AT1G05023	13	279
AT2G46510	441	2420
AT2G36330	108	2028
AT1G01650	721	5065
AT1G09570	1719	5659
AT3G44560	6	3484
AT4G08240	174	2106
AT1G05777	13	239
AT3G07100	2224	5632
AT3G62980	872	3565
AT4G34510	37	2070
AT4G20840	38	1951
AT5G11250	103	5293
AT1G09267	5	253
AT2G37270	3839	1794
AT1G02440	4	1107
AT3G59480	1001	1609
AT5G20840	468	8351
AT1G07803	113	348
AT3G16080	2666	1180
AT1G20990	1	1844
AT5G03630	517	2680
AT1G67750	763	2081
AT5G62070	398	2827
AT3G57570	488	7983
AT1G14010	642	1681
AT5G63340	55	780
AT5G25580	516	2915
AT2G21800	176	3847
AT5G38420	391	1164
AT1G77525	243	595
AT1G66610	4	1734
AT5G67410	35	1531
AT1G04970	210	2539
AT2G17670	330	1957
AT3G26744	1686	2605
AT4G00560	424	1863
AT1G60190	3	2421
AT3G07750	403	2343
AT1G65540	576	4411
AT3G27200	116	1017
AT4G04221	143	3327
AT2G25950	352	2100
AT1G71070	310	2337
AT1G02230	3	1957
AT4G37260	787	1309
AT3G17290	9	1664
AT4G23930	91	827
AT5G35490	1	731
AT1G53830	5	2456
AT4G14320	3977	2178
AT3G23360	7	1155
AT5G18340	1	1988
AT3G62470	253	2257
AT4G17360	2	2076
AT1G21790	266	1893
AT2G26060	448	3141
AT1G03270	110	3510
AT2G20930	261	1387
AT3G57710	275	2723
AT5G47100	279	2664
AT5G47440	16	2117
AT3G07740	274	3312
AT4G32440	310	3538
AT1G68825	12	544
AT3G51320	186	2104
AT1G66980	385	5016
AT1G23870	568	3477
AT1G70400	2	2061
AT1G70130	4	2227
AT3G15160	421	4142
AT3G08805	70	202
AT1G36280	599	2614
AT1G71170	249	1520
AT3G11910	2744	9839
AT1G21860	7	3187
AT5G11860	514	2565
AT1G27640	6	443
AT4G19410	883	4968
AT1G15970	422	2859
AT1G12710	182	1877
AT5G25757	3247	2495
AT5G18020	6	602
AT4G20460	197	2941
AT2G21190	611	2249
AT5G46790	96	1377
AT5G38310	10	972
AT1G53880	606	2560
AT3G29075	825	1549
AT2G31870	81	3983
AT5G20930	465	5338
AT1G08570	811	2139
AT4G37990	2	2241
AT3G03420	201	1705
AT2G29530	797	1587
AT4G00020	499	7469
AT1G28900	8	71
AT1G63970	183	1711
AT1G11660	691	4077
AT2G47310	167	3688
AT5G41960	199	1418
AT1G15290	354	8285
AT1G29195	17	1077
AT5G53350	974	4007
AT5G28050	453	2187
AT4G10220	58	2890
AT1G09640	4109	2803
AT1G57680	1029	2390
AT3G19030	1	496
AT1G13910	89	2292
AT4G32208	304	1145
AT5G09530	26	1648
AT3G56320	359	3909
AT3G26760	4	1716
AT5G15880	241	2055
AT3G02410	402	5278
AT4G01026	156	1533
AT4G00238	1434	1398
AT4G11175	169	1195
AT5G53360	83	1744
AT4G21840	1	1393
AT2G08320	1	590
AT1G12420	634	2972
AT5G19750	579	2368
AT3G27280	1194	1799
AT5G52840	1865	1415
AT5G10340	8	1923
AT3G60530	849	1541
AT1G07890	8134	2384
AT5G40910	443	6027
AT5G37770	646	2105
AT3G14720	603	3441
AT3G02015	152	252
AT5G05170	3046	5426
AT5G18190	1040	5052
AT4G02420	11	2457
AT1G07733	79	248
AT1G74300	42	1452
AT3G11440	35	3136
AT5G13060	343	4230
AT5G37715	47	422
AT5G07275	22	235
AT1G09087	8	82
AT5G53110	82	4209
AT5G65830	131	1583
AT2G42690	209	1476
AT3G26950	314	2775
AT1G71420	36	2313
AT1G14340	67	1689
AT3G57990	626	1938
AT5G28910	29	2619
AT5G08955	12	209
AT1G07728	188	2414
AT3G08720	280	2859
AT2G12240	1	1316
AT3G12150	317	2729
AT1G31330	3413	1465
AT2G44690	82	1761
AT1G28040	2	1901
AT4G26582	2165	2630
AT5G37620	21	1958
AT4G26270	297	3662
AT5G19920	312	4285
AT5G23140	657	1874
AT4G29950	329	3619
AT5G05100	622	2183
AT3G18630	121	2238
AT1G04770	524	1575
AT5G20320	850	10079
AT2G38530	3478	1223
AT1G53110	246	2447
AT1G20010	1312	3113
AT2G45360	14	922
AT1G47980	2	2076
AT4G15025	66	281
AT3G22845	1686	1586
AT5G10990	3	903
AT3G11397	329	2065
AT5G59732	385	2265
AT1G77440	953	2430
AT1G75785	98	638
AT4G04885	688	4159
AT1G10760	1855	10098
AT5G49980	1295	2774
AT1G29420	3	722
AT1G77890	110	4085
AT1G67080	379	1952
AT4G14710	771	1908
AT2G47670	1	989
AT1G09863	116	2677
AT5G02755	227	295
AT3G46180	265	2861
AT5G49480	55	1193
AT5G20230	73	1383
AT2G47020	158	2761
AT4G08930	61	1681
AT4G38360	353	2908
AT4G37435	3	1611
AT2G12462	77	1179
AT1G10660	326	2907
AT1G48820	1	4292
AT5G56420	262	2169
AT4G34139	316	1014
AT5G37950	2	2202
AT1G18880	70	2647
AT5G11090	361	1169
AT1G09447	9	365
AT3G01750	302	2755
AT5G22145	50	602
AT3G10080	104	1110
AT3G53760	517	4692
AT2G03505	163	1520
AT1G18330	103	2416
AT3G33530	1136	8388
AT1G09500	8	2116
AT5G42020	13515	3351
AT5G12420	2	2563
AT3G50500	634	2730
AT5G02150	189	1897
AT2G32650	303	1091
AT3G46614	6	1642
AT4G35360	462	2850
AT5G36001	42	1795
AT4G29800	1	2180
AT5G28340	44	3042
AT4G12760	129	1484
AT5G00880	26	476
AT2G16800	319	1695
AT5G10230	14	1986
AT2G09895	73	270
AT5G12170	72	3793
AT5G08445	10	632
AT3G05060	2555	3189
AT1G24851	27	1977
AT4G14276	93	521
AT3G02525	110	285
AT3G19990	279	1717
AT3G21300	185	3632
AT2G35610	653	4029
AT2G41130	228	2126
AT1G19430	337	3659
AT5G03285	13	203
AT4G36550	157	3061
AT3G54650	669	3484
AT5G39130	15	970
AT3G45880	41	2671
AT2G27880	6642	5611
AT5G24530	28	4642
AT4G19160	810	3028
AT4G16660	3003	4808
AT5G14580	386	5884
AT2G19240	33	3693
AT5G23405	347	1814
AT3G12350	276	1936
AT1G19660	553	2937
AT1G09663	63	382
AT5G44370	296	2924
AT5G22920	808	2417
AT2G22990	860	4215
AT3G06390	1	1518
AT3G15395	206	875
AT5G28020	75	2535
AT4G04750	3	5022
AT3G60510	212	3463
AT3G10815	4	1726
AT2G15970	914	1341
AT4G03520	991	2001
AT2G35840	760	3792
AT5G07090	9390	1786
AT3G60100	5	3717
AT5G50570	252	2638
AT5G25900	634	2606
AT1G11755	173	2230
AT2G34780	601	5448
AT5G43380	12	2192
AT5G40405	99	2368
AT5G02070	36	2325
AT1G71500	437	1625
AT2G29590	136	1001
AT5G58600	564	2047
AT4G14465	28	1814
AT3G55820	23	1116
AT4G00335	129	2537
AT1G21050	86	1613
AT1G16120	2	2850
AT5G60140	2243	1651
AT5G55270	13	1371
AT2G36960	417	4838
AT4G32500	25	4322
AT5G52930	5	1562
AT5G06970	877	8541
AT4G13800	46	2972
AT1G60815	6	245
AT5G02535	19	187
AT3G13770	43	1902
AT1G60420	1165	2654
AT5G20680	232	4043
AT3G57800	418	4122
AT1G08557	3	294
AT2G26820	14	4678
AT4G17915	40	1609
AT5G07630	357	4008
AT3G18390	882	4591
AT1G73320	81	1828
AT1G02010	64	4932
AT5G26840	2	317
AT3G14910	260	2450
AT4G18360	14	2867
AT4G02300	2	3735
AT1G14280	21	1801
AT3G56330	54	1767
AT2G37160	408	4237
AT5G36658	416	356
AT1G06290	624	4070
AT5G05230	408	2510
AT5G54750	682	2243
AT5G62140	48	1287
AT1G28940	8	71
AT2G31510	888	5020
AT4G32850	1340	5475
AT2G30860	1737	1510
AT1G29465	10	1376
AT1G03710	999	1340
AT1G72370	11545	2086
AT1G63110	664	3431
AT1G10820	285	4166
AT1G69940	5	1783
AT4G09030	388	829
AT5G09445	91	921
AT3G22234	1	573
AT4G13992	12	2037
AT2G13905	1	580
AT5G47075	4	363
AT3G21350	379	1707
AT3G63390	222	935
AT4G27700	140	1554
AT1G71060	96	1532
AT5G42420	541	1872
AT4G18050	103	5629
AT1G15260	77	813
AT1G76310	600	3095
AT5G56990	84	1567
AT5G38750	4	530
AT3G15060	158	1436
AT3G25440	103	1801
AT4G12700	799	2205
AT1G23000	1033	1947
AT3G51895	897	4635
AT5G40330	7	1936
AT5G57280	357	2286
AT4G26055	9	740
AT5G02950	336	2414
AT5G17150	16	1154
AT4G40045	291	929
AT5G60550	533	3361
AT5G03710	24	704
AT1G29380	93	2664
AT5G21910	93	1087
AT2G03760	50	1368
AT1G06265	48	2718
AT1G56010	88	2710
AT5G58740	541	1953
AT4G24660	65	2725
AT1G32160	247	1784
AT1G02980	6	3974
AT4G02990	346	2304
AT2G26000	172	4194
AT2G33490	349	4842
AT5G05275	24	266
AT2G05825	3	940
AT1G04123	1	303
AT3G22820	80	920
AT2G40660	1114	3210
AT4G23920	104	2815
AT2G28920	1	559
AT3G55200	3605	4851
AT4G05395	102	271
AT1G53160	139	1442
AT5G04640	33	1163
AT3G09162	2	1054
AT3G01550	9	2331
AT5G20140	167	2071
AT5G05210	968	2448
AT3G01120	2280	3400
AT2G02525	99	322
AT5G25990	1	1272
AT4G13720	328	2160
AT4G37610	391	1872
AT5G44566	25	179
AT1G02300	88	2412
AT2G01022	4	2383
AT1G64200	144	1814
AT5G09830	376	1222
AT5G02675	1	93
AT4G03895	69	798
AT5G03905	167	1694
AT2G45070	1826	1478
AT1G19150	48	1342
AT5G35720	5	1214
AT3G45630	604	5751
AT5G12850	727	3494
AT1G80320	50	1114
AT2G33900	3	71
AT3G14400	822	4029
AT5G28626	86	1703
AT1G68930	78	2867
AT2G35410	198	1494
AT5G39970	9	2843
AT3G44870	3	1386
AT2G38970	360	2975
AT2G43490	251	4513
AT3G54840	737	2694
AT5G17810	11	4327
AT4G39160	229	4123
AT4G15930	625	1906
AT4G37000	278	1683
AT3G59850	326	2629
AT5G16450	156	1639
AT1G69510	458	1764
AT4G08535	1	2555
AT4G35910	278	3254
AT5G17040	10	1887
AT3G16895	1	676
AT4G09350	14	1365
AT1G74260	2014	5237
AT5G00815	10	256
AT2G43140	3	4494
AT2G27930	37	1729
AT1G19390	1	2612
AT5G37810	1	2898
AT2G42740	582	1450
AT3G13782	13	2178
AT4G35390	27	1366
AT2G46410	4	1348
AT3G56780	5	2100
AT4G22233	31	1021
AT5G33234	1	3854
AT2G39290	388	2021
AT1G71410	536	5006
AT2G31670	811	1310
AT2G04080	8	2247
AT2G23690	43	1069
AT2G27330	316	1767
AT5G01010	1319	4122
AT4G31770	232	2881
AT1G22550	35	2192
AT1G65900	403	2843
AT5G28460	983	2666
AT1G08990	1	2538
AT5G57390	125	3714
AT5G64180	341	1622
AT1G01740	61	2819
AT2G20597	29	539
AT2G01120	293	2998
AT3G13170	8	2811
AT3G61980	213	966
AT5G50100	40	1643
AT3G14500	1	416
AT5G02445	19	193
AT1G05047	38	447
AT5G46400	351	4849
AT5G04047	226	672
AT4G21980	524	1472
AT5G65510	3	3820
AT2G07640	26	683
AT1G64185	83	896
AT2G24545	14	2355
AT5G25340	253	1766
AT1G05550	703	2958
AT5G66053	77	146
AT5G03170	107	907
AT2G21595	48	746
AT1G30130	492	2738
AT3G10350	259	3061
AT5G46915	6	1783
AT5G58110	903	1601
AT4G12320	4	3092
AT5G04620	249	3058
AT5G55130	488	2958
AT5G44495	220	408
AT2G43550	559	346
AT4G33905	33	2008
AT5G40770	2372	2441
AT5G04310	14	4979
AT1G21270	282	3734
AT4G15765	1	2171
AT5G13970	346	1673
AT1G09607	1	309
AT5G62240	11	2425
AT3G19850	82	3171
AT1G05085	1	682
AT4G30250	3	2171
AT1G47250	980	2083
AT4G36680	591	1696
AT5G26860	910	6048
AT3G28635	19	2078
AT1G47760	3	959
AT3G47500	93	2241
AT3G61898	50	390
AT1G10747	2	518
AT2G27140	103	1017
AT3G03680	425	3544
AT5G09135	14	243
AT3G55410	2586	4784
AT4G09510	880	2882
AT5G41025	258	831
AT1G28230	94	2738
AT2G47160	531	3908
AT3G54110	958	2540
AT1G04790	585	3879
AT3G53580	1402	2503
AT5G47610	3	987
AT2G40095	32	2256
AT5G66620	62	3757
AT1G02800	3271	3034
AT4G34200	3344	2935
AT1G22000	2	1650
AT5G67160	170	1669
AT3G17940	736	1960
AT1G24280	163	3242
AT2G19830	1045	2162
AT4G01710	141	1312
AT1G74220	2	1230
AT1G67270	28	2920
AT3G60800	417	2509
AT1G50732	9	1203
AT2G07515	204	801
AT5G47630	309	955
AT4G14850	106	2553
AT4G36020	528	1830
AT3G14200	614	2124
AT5G58575	126	2110
AT2G35810	190	1438
AT1G75670	261	1809
AT3G14130	107	2663
AT3G56690	461	5046
AT1G23010	416	2773
AT2G20270	334	1972
AT2G45800	17	1337
AT2G47330	696	2924
AT4G14290	339	5004
AT3G58970	368	2144
AT1G68690	196	4019
AT1G17810	1	1602
AT3G05975	43	735
AT4G30150	776	7750
AT2G05790	7027	2452
AT5G35550	12	1218
AT3G62310	1262	3491
AT1G30470	863	7555
AT5G67500	1293	2490
AT2G41980	487	3055
AT3G53030	221	2358
AT3G21180	26	6889
AT3G19240	977	2977
AT4G16510	236	3236
AT5G25370	55	3954
AT1G63390	42	506
AT5G34940	93	3143
AT4G10950	10	2126
AT5G09805	2	742
AT2G22630	1	3956
AT4G09490	47	1013
AT1G52220	417	1285
AT5G04430	1570	3705
AT5G08770	93	929
AT1G27580	281	1268
AT3G27180	130	3250
AT1G35470	424	3936
AT5G22630	306	2184
AT3G07200	388	2008
AT1G65860	2	3822
AT3G61740	318	6205
AT4G34140	189	3972
AT1G21410	215	2618
AT5G54970	345	1143
AT3G11290	493	2343
AT3G11850	102	3000
AT2G18390	422	1360
AT4G09153	156	393
AT4G39366	59	119
AT5G05350	106	2268
AT2G13370	1030	12506
AT1G67740	830	1218
AT3G58450	1	1172
AT2G39200	3	3902
AT5G58490	699	1670
AT5G08260	3908	4383
AT3G49590	559	2960
AT4G26970	1398	5711
AT5G51270	62	4162
AT2G07798	5	3483
AT5G13520	1662	2844
AT5G42130	506	1662
AT3G61490	1580	2709
AT1G31420	909	4315
AT4G26790	301	1914
AT4G09815	450	568
AT1G06040	1037	1643
AT1G01120	518	2051
AT4G10890	133	5070
AT3G12820	99	1788
AT3G06810	472	4608
AT1G22400	12	3309
AT4G38190	9	3958
AT5G62950	369	1874
AT3G44405	5	1281
AT5G56220	773	4084
AT5G52970	160	1874
AT4G15700	2	766
AT3G03075	3	387
AT2G01440	634	6116
AT5G15600	18	1127
AT2G32800	20	2739
AT2G45530	95	1042
AT2G38680	191	2171
AT3G04990	4	726
AT4G31390	289	4151
AT3G62030	955	2374
AT3G07020	583	4303
AT2G07845	157	1136
AT1G68110	44	1432
AT1G05453	135	670
AT3G52560	1317	1778
AT5G45340	33	2489
AT3G53970	499	2290
AT2G03270	330	2380
